净值日期,单位净值,累计净值,日增长率,申购状态,赎回状态,分红送配
2022-03-30,1.7452,1.7452,-2.17%,开放申购,开放赎回,
2022-03-29,1.784,1.784,1.22%,开放申购,开放赎回,
2022-03-28,1.7625,1.7625,1.80%,开放申购,开放赎回,
2022-03-25,1.7314,1.7314,-0.43%,开放申购,开放赎回,
2022-03-24,1.7389,1.7389,0.50%,开放申购,开放赎回,
2022-03-23,1.7302,1.7302,-0.53%,开放申购,开放赎回,
2022-03-22,1.7394,1.7394,2.68%,开放申购,开放赎回,
2022-03-21,1.694,1.694,2.01%,开放申购,开放赎回,
2022-03-18,1.6607,1.6607,5.17%,开放申购,开放赎回,
2022-03-17,1.5791,1.5791,2.36%,开放申购,开放赎回,
2022-03-16,1.5427,1.5427,1.93%,开放申购,开放赎回,
2022-03-15,1.5135,1.5135,-7.87%,开放申购,开放赎回,
2022-03-14,1.6428,1.6428,-3.72%,开放申购,开放赎回,
2022-03-11,1.7063,1.7063,-0.33%,开放申购,开放赎回,
2022-03-10,1.7119,1.7119,0.94%,开放申购,开放赎回,
2022-03-09,1.696,1.696,2.00%,开放申购,开放赎回,
2022-03-08,1.6627,1.6627,-4.81%,开放申购,开放赎回,
2022-03-07,1.7468,1.7468,-0.13%,开放申购,开放赎回,
2022-03-04,1.749,1.749,0.72%,开放申购,开放赎回,
2022-03-03,1.7365,1.7365,2.92%,开放申购,开放赎回,
2021-12-28,1.4989,1.4989,-2.71%,开放申购,开放赎回,
2021-12-27,1.5406,1.5406,0.12%,开放申购,开放赎回,
2021-12-24,1.5388,1.5388,-2.01%,开放申购,开放赎回,
2021-12-23,1.5704,1.5704,2.03%,开放申购,开放赎回,
2021-12-22,1.5392,1.5392,0.16%,开放申购,开放赎回,
2021-12-21,1.5368,1.5368,1.63%,开放申购,开放赎回,
2021-12-20,1.5121,1.5121,-2.88%,开放申购,开放赎回,
2021-12-17,1.5569,1.5569,-1.22%,开放申购,开放赎回,
2021-12-16,1.5762,1.5762,5.61%,开放申购,开放赎回,
2021-12-15,1.4925,1.4925,1.23%,开放申购,开放赎回,
2021-12-14,1.4743,1.4743,-1.82%,开放申购,开放赎回,
2021-12-13,1.5016,1.5016,1.52%,开放申购,开放赎回,
2021-12-10,1.4791,1.4791,-1.21%,开放申购,开放赎回,
2021-12-09,1.4972,1.4972,-0.40%,开放申购,开放赎回,
2021-12-08,1.5032,1.5032,-0.44%,开放申购,开放赎回,
2021-12-07,1.5098,1.5098,1.11%,开放申购,开放赎回,
2021-12-06,1.4932,1.4932,-0.77%,开放申购,开放赎回,
2021-12-03,1.5048,1.5048,3.32%,开放申购,开放赎回,
2021-12-02,1.4564,1.4564,0.35%,开放申购,开放赎回,
2021-12-01,1.4513,1.4513,2.58%,开放申购,开放赎回,
2021-09-28,1.8006,1.8006,4.33%,开放申购,开放赎回,
2021-09-27,1.7259,1.7259,-3.45%,开放申购,开放赎回,
2021-09-24,1.7875,1.7875,-6.74%,开放申购,开放赎回,
2021-09-23,1.9166,1.9166,-1.73%,开放申购,开放赎回,
2021-09-22,1.9503,1.9503,4.55%,开放申购,开放赎回,
2021-09-17,1.8655,1.8655,-4.91%,开放申购,开放赎回,
2021-09-16,1.9618,1.9618,-0.45%,开放申购,开放赎回,
2021-09-15,1.9707,1.9707,1.40%,开放申购,开放赎回,
2021-09-14,1.9435,1.9435,-1.70%,开放申购,开放赎回,
2021-09-13,1.9772,1.9772,--,开放申购,开放赎回,
2021-09-28,1.8006,1.8006,4.33%,开放申购,开放赎回,
2021-09-27,1.7259,1.7259,-3.45%,开放申购,开放赎回,
2021-09-24,1.7875,1.7875,-6.74%,开放申购,开放赎回,
2021-09-23,1.9166,1.9166,-1.73%,开放申购,开放赎回,
2021-09-22,1.9503,1.9503,4.55%,开放申购,开放赎回,
2021-09-17,1.8655,1.8655,-4.91%,开放申购,开放赎回,
2021-09-16,1.9618,1.9618,-0.45%,开放申购,开放赎回,
2021-09-15,1.9707,1.9707,1.40%,开放申购,开放赎回,
2021-09-14,1.9435,1.9435,-1.70%,开放申购,开放赎回,
2021-09-13,1.9772,1.9772,--,开放申购,开放赎回,
2021-09-28,1.8006,1.8006,4.33%,开放申购,开放赎回,
2021-09-27,1.7259,1.7259,-3.45%,开放申购,开放赎回,
2021-09-24,1.7875,1.7875,-6.74%,开放申购,开放赎回,
2021-09-23,1.9166,1.9166,-1.73%,开放申购,开放赎回,
2021-09-22,1.9503,1.9503,4.55%,开放申购,开放赎回,
2021-09-17,1.8655,1.8655,-4.91%,开放申购,开放赎回,
2021-09-16,1.9618,1.9618,-0.45%,开放申购,开放赎回,
2021-09-15,1.9707,1.9707,1.40%,开放申购,开放赎回,
2021-09-14,1.9435,1.9435,-1.70%,开放申购,开放赎回,
2021-09-13,1.9772,1.9772,--,开放申购,开放赎回,
2021-09-28,1.8006,1.8006,4.33%,开放申购,开放赎回,
2021-09-27,1.7259,1.7259,-3.45%,开放申购,开放赎回,
2021-09-24,1.7875,1.7875,-6.74%,开放申购,开放赎回,
2021-09-23,1.9166,1.9166,-1.73%,开放申购,开放赎回,
2021-09-22,1.9503,1.9503,4.55%,开放申购,开放赎回,
2021-09-17,1.8655,1.8655,-4.91%,开放申购,开放赎回,
2021-09-16,1.9618,1.9618,-0.45%,开放申购,开放赎回,
2021-09-15,1.9707,1.9707,1.40%,开放申购,开放赎回,
2021-09-14,1.9435,1.9435,-1.70%,开放申购,开放赎回,
2021-09-13,1.9772,1.9772,--,开放申购,开放赎回,
2021-09-28,1.8006,1.8006,4.33%,开放申购,开放赎回,
2021-09-27,1.7259,1.7259,-3.45%,开放申购,开放赎回,
2021-09-24,1.7875,1.7875,-6.74%,开放申购,开放赎回,
2021-09-23,1.9166,1.9166,-1.73%,开放申购,开放赎回,
2021-09-22,1.9503,1.9503,4.55%,开放申购,开放赎回,
2021-09-17,1.8655,1.8655,-4.91%,开放申购,开放赎回,
2021-09-16,1.9618,1.9618,-0.45%,开放申购,开放赎回,
2021-09-15,1.9707,1.9707,1.40%,开放申购,开放赎回,
2021-09-14,1.9435,1.9435,-1.70%,开放申购,开放赎回,
2021-09-13,1.9772,1.9772,--,开放申购,开放赎回,
2021-09-28,1.8006,1.8006,4.33%,开放申购,开放赎回,
2021-09-27,1.7259,1.7259,-3.45%,开放申购,开放赎回,
2021-09-24,1.7875,1.7875,-6.74%,开放申购,开放赎回,
2021-09-23,1.9166,1.9166,-1.73%,开放申购,开放赎回,
2021-09-22,1.9503,1.9503,4.55%,开放申购,开放赎回,
2021-09-17,1.8655,1.8655,-4.91%,开放申购,开放赎回,
2021-09-16,1.9618,1.9618,-0.45%,开放申购,开放赎回,
2021-09-15,1.9707,1.9707,1.40%,开放申购,开放赎回,
2021-09-14,1.9435,1.9435,-1.70%,开放申购,开放赎回,
2021-09-13,1.9772,1.9772,--,开放申购,开放赎回,
2021-09-28,1.8006,1.8006,4.33%,开放申购,开放赎回,
2021-09-27,1.7259,1.7259,-3.45%,开放申购,开放赎回,
2021-09-24,1.7875,1.7875,-6.74%,开放申购,开放赎回,
2021-09-23,1.9166,1.9166,-1.73%,开放申购,开放赎回,
2021-09-22,1.9503,1.9503,4.55%,开放申购,开放赎回,
2021-09-17,1.8655,1.8655,-4.91%,开放申购,开放赎回,
2021-09-16,1.9618,1.9618,-0.45%,开放申购,开放赎回,
2021-09-15,1.9707,1.9707,1.40%,开放申购,开放赎回,
2021-09-14,1.9435,1.9435,-1.70%,开放申购,开放赎回,
2021-09-13,1.9772,1.9772,--,开放申购,开放赎回,
