净值日期,单位净值,累计净值,日增长率,申购状态,赎回状态,分红送配
2022-03-30,1.3259,1.3259,1.82%,开放申购,开放赎回,
2022-03-29,1.3022,1.3022,-0.22%,开放申购,开放赎回,
2022-03-28,1.3051,1.3051,1.21%,开放申购,开放赎回,
2022-03-25,1.2895,1.2895,0.02%,开放申购,开放赎回,
2022-03-24,1.2893,1.2893,-0.07%,开放申购,开放赎回,
2022-03-23,1.2902,1.2902,-0.08%,开放申购,开放赎回,
2022-03-22,1.2912,1.2912,1.20%,开放申购,开放赎回,
2022-03-21,1.2759,1.2759,0.49%,开放申购,开放赎回,
2022-03-18,1.2697,1.2697,2.18%,开放申购,开放赎回,
2022-03-17,1.2426,1.2426,1.07%,开放申购,开放赎回,
2022-03-16,1.2294,1.2294,2.52%,开放申购,开放赎回,
2022-03-15,1.1992,1.1992,-4.58%,开放申购,开放赎回,
2022-03-14,1.2567,1.2567,-1.28%,开放申购,开放赎回,
2022-03-11,1.273,1.273,0.95%,开放申购,开放赎回,
2022-03-10,1.261,1.261,1.55%,开放申购,开放赎回,
2022-03-09,1.2417,1.2417,-1.40%,开放申购,开放赎回,
2022-03-08,1.2593,1.2593,-2.67%,开放申购,开放赎回,
2022-03-07,1.2938,1.2938,-0.51%,开放申购,开放赎回,
2022-03-04,1.3004,1.3004,-0.67%,开放申购,开放赎回,
2022-03-03,1.3092,1.3092,1.32%,开放申购,开放赎回,
2021-12-28,1.2571,1.2571,-0.36%,开放申购,开放赎回,
2021-12-27,1.2617,1.2617,0.85%,开放申购,开放赎回,
2021-12-24,1.2511,1.2511,-0.14%,开放申购,开放赎回,
2021-12-23,1.2529,1.2529,-0.41%,开放申购,开放赎回,
2021-12-22,1.258,1.258,-0.35%,开放申购,开放赎回,
2021-12-21,1.2624,1.2624,1.71%,开放申购,开放赎回,
2021-12-20,1.2412,1.2412,0.51%,开放申购,开放赎回,
2021-12-17,1.2349,1.2349,-0.10%,开放申购,开放赎回,
2021-12-16,1.2361,1.2361,0.80%,开放申购,开放赎回,
2021-12-15,1.2263,1.2263,0.26%,开放申购,开放赎回,
2021-12-14,1.2231,1.2231,-0.53%,开放申购,开放赎回,
2021-12-13,1.2296,1.2296,0.01%,开放申购,开放赎回,
2021-12-10,1.2295,1.2295,-0.50%,开放申购,开放赎回,
2021-12-09,1.2357,1.2357,0.75%,开放申购,开放赎回,
2021-12-08,1.2265,1.2265,0.15%,开放申购,开放赎回,
2021-12-07,1.2247,1.2247,0.91%,开放申购,开放赎回,
2021-12-06,1.2136,1.2136,-0.19%,开放申购,开放赎回,
2021-12-03,1.2159,1.2159,0.97%,开放申购,开放赎回,
2021-12-02,1.2042,1.2042,0.41%,开放申购,开放赎回,
2021-12-01,1.1993,1.1993,1.14%,开放申购,开放赎回,
2021-11-30,1.1858,1.1858,-0.06%,开放申购,开放赎回,
2021-11-29,1.1865,1.1865,-0.29%,开放申购,开放赎回,
2021-11-26,1.1899,1.1899,-0.42%,开放申购,开放赎回,
2021-11-25,1.1949,1.1949,0.17%,开放申购,开放赎回,
2021-11-24,1.1929,1.1929,0.41%,开放申购,开放赎回,
2021-11-23,1.188,1.188,0.26%,开放申购,开放赎回,
2021-11-22,1.1849,1.1849,-0.35%,开放申购,开放赎回,
2021-11-19,1.1891,1.1891,0.99%,开放申购,开放赎回,
2021-11-18,1.1775,1.1775,-0.42%,开放申购,开放赎回,
2021-11-17,1.1825,1.1825,0.09%,开放申购,开放赎回,
2021-11-16,1.1814,1.1814,-0.57%,开放申购,开放赎回,
2021-11-15,1.1882,1.1882,0.47%,开放申购,开放赎回,
2021-11-12,1.1827,1.1827,-0.05%,开放申购,开放赎回,
2021-11-11,1.1833,1.1833,1.84%,开放申购,开放赎回,
2021-11-10,1.1619,1.1619,0.01%,开放申购,开放赎回,
2021-11-09,1.1618,1.1618,0.05%,开放申购,开放赎回,
2021-11-08,1.1612,1.1612,-0.09%,开放申购,开放赎回,
2021-11-05,1.1623,1.1623,-0.99%,开放申购,开放赎回,
2021-11-04,1.1739,1.1739,0.17%,开放申购,开放赎回,
2021-11-03,1.1719,1.1719,0.70%,开放申购,开放赎回,
2021-09-28,1.2552,1.2552,1.92%,开放申购,开放赎回,
2021-09-27,1.2315,1.2315,-2.18%,开放申购,开放赎回,
2021-09-24,1.259,1.259,-1.60%,开放申购,开放赎回,
2021-09-23,1.2795,1.2795,1.43%,开放申购,开放赎回,
2021-09-22,1.2615,1.2615,1.55%,开放申购,开放赎回,
2021-09-17,1.2423,1.2423,-0.10%,开放申购,开放赎回,
2021-09-16,1.2435,1.2435,-1.04%,开放申购,开放赎回,
2021-09-15,1.2566,1.2566,-0.02%,开放申购,开放赎回,
2021-09-14,1.2568,1.2568,-1.97%,开放申购,开放赎回,
2021-09-13,1.282,1.282,1.24%,开放申购,开放赎回,
2021-09-10,1.2663,1.2663,-0.67%,开放申购,开放赎回,
2021-09-09,1.2748,1.2748,1.50%,开放申购,开放赎回,
2021-09-08,1.2559,1.2559,1.39%,开放申购,开放赎回,
2021-09-07,1.2387,1.2387,1.32%,开放申购,开放赎回,
2021-09-06,1.2226,1.2226,1.15%,开放申购,开放赎回,
2021-09-03,1.2087,1.2087,0.67%,开放申购,开放赎回,
2021-09-02,1.2007,1.2007,1.22%,开放申购,开放赎回,
2021-09-01,1.1862,1.1862,1.25%,开放申购,开放赎回,
2021-08-31,1.1715,1.1715,1.39%,开放申购,开放赎回,
2021-08-30,1.1554,1.1554,-0.22%,开放申购,开放赎回,
2021-08-27,1.1579,1.1579,0.11%,开放申购,开放赎回,
2021-08-26,1.1566,1.1566,-0.16%,开放申购,开放赎回,
2021-08-25,1.1585,1.1585,0.54%,开放申购,开放赎回,
2021-08-24,1.1523,1.1523,0.66%,开放申购,开放赎回,
2021-08-23,1.1447,1.1447,0.29%,开放申购,开放赎回,
2021-08-20,1.1414,1.1414,0.10%,开放申购,开放赎回,
2021-08-19,1.1403,1.1403,-0.80%,开放申购,开放赎回,
2021-08-18,1.1495,1.1495,1.14%,开放申购,开放赎回,
2021-08-17,1.1365,1.1365,-0.93%,开放申购,开放赎回,
2021-08-16,1.1472,1.1472,0.82%,开放申购,开放赎回,
2021-08-13,1.1379,1.1379,-0.04%,开放申购,开放赎回,
2021-08-12,1.1384,1.1384,-0.20%,开放申购,开放赎回,
2021-08-11,1.1407,1.1407,0.80%,开放申购,开放赎回,
2021-08-10,1.1317,1.1317,0.39%,开放申购,开放赎回,
2021-08-09,1.1273,1.1273,1.06%,开放申购,开放赎回,
2021-08-06,1.1155,1.1155,0.15%,开放申购,开放赎回,
2021-08-05,1.1138,1.1138,0.14%,开放申购,开放赎回,
2021-08-04,1.1122,1.1122,0.16%,开放申购,开放赎回,
2021-08-03,1.1104,1.1104,-0.02%,开放申购,开放赎回,
2021-08-02,1.1106,1.1106,0.71%,开放申购,开放赎回,
2021-07-02,1.1547,1.1547,-0.39%,开放申购,开放赎回,
2021-07-01,1.1592,1.1592,0.30%,开放申购,开放赎回,
2021-06-30,1.1557,1.1557,0.28%,开放申购,开放赎回,
2021-06-29,1.1525,1.1525,-0.52%,开放申购,开放赎回,
2021-06-28,1.1585,1.1585,0.02%,开放申购,开放赎回,
2021-06-25,1.1583,1.1583,0.49%,开放申购,开放赎回,
2021-06-24,1.1526,1.1526,0.37%,开放申购,开放赎回,
2021-06-23,1.1483,1.1483,0.40%,开放申购,开放赎回,
2021-06-22,1.1437,1.1437,0.64%,开放申购,开放赎回,
2021-06-21,1.1364,1.1364,-0.12%,开放申购,开放赎回,
2021-06-18,1.1378,1.1378,-0.31%,开放申购,开放赎回,
2021-06-17,1.1413,1.1413,-0.18%,开放申购,开放赎回,
2021-06-16,1.1434,1.1434,0.02%,开放申购,开放赎回,
2021-06-15,1.1432,1.1432,-0.86%,开放申购,开放赎回,
2021-06-11,1.1531,1.1531,-0.02%,开放申购,开放赎回,
2021-06-10,1.1533,1.1533,-0.06%,开放申购,开放赎回,
2021-06-09,1.154,1.154,0.58%,开放申购,开放赎回,
2021-06-08,1.1473,1.1473,0.24%,开放申购,开放赎回,
2021-06-07,1.1446,1.1446,-0.37%,开放申购,开放赎回,
2021-06-04,1.1488,1.1488,-0.42%,开放申购,开放赎回,
2021-06-03,1.1537,1.1537,0.79%,开放申购,开放赎回,
2021-06-02,1.1447,1.1447,-0.03%,开放申购,开放赎回,
2021-06-01,1.1451,1.1451,-0.07%,开放申购,开放赎回,
2021-05-31,1.1459,1.1459,-0.03%,开放申购,开放赎回,
2021-05-28,1.1462,1.1462,-0.03%,开放申购,开放赎回,
2021-05-27,1.1466,1.1466,0.10%,开放申购,开放赎回,
2021-05-26,1.1455,1.1455,0.46%,开放申购,开放赎回,
2021-05-25,1.1403,1.1403,0.95%,开放申购,开放赎回,
2021-05-24,1.1296,1.1296,0.06%,开放申购,开放赎回,
2021-05-21,1.1289,1.1289,0.08%,开放申购,开放赎回,
2021-05-20,1.128,1.128,-0.99%,开放申购,开放赎回,
2021-05-19,1.1393,1.1393,-1.23%,开放申购,开放赎回,
2021-05-18,1.1535,1.1535,0.58%,开放申购,开放赎回,
2021-05-17,1.1468,1.1468,-0.30%,开放申购,开放赎回,
2021-05-14,1.1503,1.1503,0.17%,开放申购,开放赎回,
2021-05-13,1.1483,1.1483,-1.09%,开放申购,开放赎回,
2021-05-12,1.1609,1.1609,0.32%,开放申购,开放赎回,
2021-05-11,1.1572,1.1572,0.00%,开放申购,开放赎回,
2021-05-10,1.1572,1.1572,0.84%,开放申购,开放赎回,
