净值日期,单位净值,累计净值,日增长率,申购状态,赎回状态,分红送配
2022-03-30,1.5525,1.8841,3.29%,开放申购,开放赎回,
2022-03-29,1.503,1.8346,-0.62%,开放申购,开放赎回,
2022-03-28,1.5124,1.844,0.70%,开放申购,开放赎回,
2022-03-25,1.5019,1.8335,-0.94%,开放申购,开放赎回,
2022-03-24,1.5161,1.8477,-0.59%,开放申购,开放赎回,
2022-03-23,1.5251,1.8567,0.45%,开放申购,开放赎回,
2022-03-22,1.5182,1.8498,2.11%,开放申购,开放赎回,
2022-03-21,1.4869,1.8185,-1.56%,开放申购,开放赎回,
2022-03-18,1.5104,1.842,3.01%,开放申购,开放赎回,
2022-03-17,1.4663,1.7979,4.22%,开放申购,开放赎回,
2022-03-16,1.4069,1.7385,5.31%,开放申购,开放赎回,
2022-03-15,1.3359,1.6675,-7.33%,开放申购,开放赎回,
2022-03-14,1.4415,1.7731,-3.53%,开放申购,开放赎回,
2022-03-11,1.4942,1.8258,-0.57%,开放申购,开放赎回,
2022-03-10,1.5027,1.8343,0.33%,开放申购,开放赎回,
2022-03-09,1.4978,1.8294,-1.45%,开放申购,开放赎回,
2022-03-08,1.5199,1.8515,-2.55%,开放申购,开放赎回,
2022-03-07,1.5597,1.8913,-1.12%,开放申购,开放赎回,
2022-03-04,1.5774,1.909,-0.80%,开放申购,开放赎回,
2022-03-03,1.5902,1.9218,1.52%,开放申购,开放赎回,
2021-12-28,1.5191,1.8507,0.40%,开放申购,开放赎回,
2021-12-27,1.5131,1.8447,0.83%,暂停申购,暂停赎回,
2021-12-24,1.5006,1.8322,0.09%,开放申购,开放赎回,
2021-12-23,1.4993,1.8309,0.13%,开放申购,开放赎回,
2021-12-22,1.4973,1.8289,-0.37%,开放申购,开放赎回,
2021-12-21,1.5028,1.8344,1.97%,开放申购,开放赎回,
2021-12-20,1.4737,1.8053,-0.31%,开放申购,开放赎回,
2021-12-17,1.4783,1.8099,-0.50%,开放申购,开放赎回,
2021-12-16,1.4858,1.8174,1.39%,开放申购,开放赎回,
2021-12-15,1.4654,1.797,-0.08%,开放申购,开放赎回,
2021-12-14,1.4666,1.7982,-2.10%,开放申购,开放赎回,
2021-12-13,1.498,1.8296,-0.21%,开放申购,开放赎回,
2021-12-10,1.5012,1.8328,-1.07%,开放申购,开放赎回,
2021-12-09,1.5174,1.849,1.42%,开放申购,开放赎回,
2021-12-08,1.4961,1.8277,-0.08%,开放申购,开放赎回,
2021-12-07,1.4973,1.8289,1.65%,开放申购,开放赎回,
2021-12-06,1.473,1.8046,0.57%,开放申购,开放赎回,
2021-12-03,1.4646,1.7962,1.17%,开放申购,开放赎回,
2021-12-02,1.4476,1.7792,0.89%,开放申购,开放赎回,
2021-12-01,1.4349,1.7665,1.18%,开放申购,开放赎回,
2021-11-30,1.4181,1.7497,-0.48%,开放申购,开放赎回,
2021-11-29,1.425,1.7566,-0.94%,开放申购,开放赎回,
2021-11-26,1.4385,1.7701,-0.97%,开放申购,开放赎回,
2021-11-25,1.4526,1.7842,-0.24%,开放申购,开放赎回,
2021-11-24,1.4561,1.7877,0.11%,开放申购,开放赎回,
2021-11-23,1.4545,1.7861,0.83%,开放申购,开放赎回,
2021-11-22,1.4425,1.7741,-1.49%,开放申购,开放赎回,
2021-11-19,1.4643,1.7959,2.40%,开放申购,开放赎回,
2021-11-18,1.43,1.7616,-1.45%,开放申购,开放赎回,
2021-11-17,1.451,1.7826,-0.21%,开放申购,开放赎回,
2021-11-16,1.4541,1.7857,-0.31%,开放申购,开放赎回,
2021-11-15,1.4586,1.7902,-0.50%,开放申购,开放赎回,
2021-11-12,1.4659,1.7975,-0.59%,开放申购,开放赎回,
2021-11-11,1.4746,1.8062,4.93%,开放申购,开放赎回,
2021-11-10,1.4053,1.7369,1.73%,开放申购,开放赎回,
2021-11-09,1.3814,1.713,0.04%,开放申购,开放赎回,
2021-11-08,1.3808,1.7124,0.45%,开放申购,开放赎回,
2021-11-05,1.3746,1.7062,-1.30%,开放申购,开放赎回,
2021-11-04,1.3927,1.7243,-0.39%,开放申购,开放赎回,
2021-11-03,1.3982,1.7298,1.45%,开放申购,开放赎回,
2021-09-28,1.5011,1.8327,2.49%,开放申购,开放赎回,
2021-09-27,1.4646,1.7962,-1.84%,开放申购,开放赎回,
2021-09-24,1.4921,1.8237,-2.01%,开放申购,开放赎回,
2021-09-23,1.5227,1.8543,1.14%,开放申购,开放赎回,
2021-09-22,1.5055,1.8371,1.56%,暂停申购,暂停赎回,
2021-09-17,1.4824,1.814,0.93%,暂停申购,暂停赎回,
2021-09-16,1.4687,1.8003,-1.94%,暂停申购,暂停赎回,
2021-09-15,1.4978,1.8294,-1.96%,开放申购,开放赎回,
2021-09-14,1.5277,1.8593,-2.30%,开放申购,开放赎回,
2021-09-13,1.5636,1.8952,1.49%,开放申购,开放赎回,
2021-09-10,1.5406,1.8722,0.65%,开放申购,开放赎回,
2021-09-09,1.5306,1.8622,0.43%,开放申购,开放赎回,
2021-09-08,1.5241,1.8557,0.14%,开放申购,开放赎回,
2021-09-07,1.522,1.8536,0.77%,开放申购,开放赎回,
2021-09-06,1.5104,1.842,0.83%,开放申购,开放赎回,
2021-09-03,1.4979,1.8295,-0.47%,开放申购,开放赎回,
2021-09-02,1.5049,1.8365,1.44%,开放申购,开放赎回,
2021-09-01,1.4835,1.8151,4.06%,开放申购,开放赎回,
2021-08-31,1.4256,1.7572,2.16%,开放申购,开放赎回,
2021-08-30,1.3955,1.7271,-1.83%,开放申购,开放赎回,
2021-08-27,1.4215,1.7531,-0.32%,开放申购,开放赎回,
2021-08-26,1.4261,1.7577,-1.85%,开放申购,开放赎回,
2021-08-25,1.453,1.7846,-0.57%,开放申购,开放赎回,
2021-08-24,1.4614,1.793,0.03%,开放申购,开放赎回,
2021-08-23,1.461,1.7926,0.26%,开放申购,开放赎回,
2021-08-20,1.4572,1.7888,0.43%,开放申购,开放赎回,
2021-08-19,1.451,1.7826,-1.71%,开放申购,开放赎回,
2021-08-18,1.4762,1.8078,1.58%,开放申购,开放赎回,
2021-08-17,1.4532,1.7848,-0.24%,开放申购,开放赎回,
2021-08-16,1.4567,1.7883,0.80%,开放申购,开放赎回,
2021-08-13,1.4451,1.7767,-0.31%,开放申购,开放赎回,
2021-08-12,1.4496,1.7812,-1.21%,开放申购,开放赎回,
2021-08-11,1.4673,1.7989,2.22%,开放申购,开放赎回,
2021-08-10,1.4354,1.767,0.55%,开放申购,开放赎回,
2021-08-09,1.4276,1.7592,3.81%,开放申购,开放赎回,
2021-08-06,1.3752,1.7068,0.21%,开放申购,开放赎回,
2021-08-05,1.3723,1.7039,0.88%,开放申购,开放赎回,
2021-08-04,1.3603,1.6919,-0.07%,开放申购,开放赎回,
2021-08-03,1.3613,1.6929,0.24%,开放申购,开放赎回,
2021-08-02,1.358,1.6896,2.57%,开放申购,开放赎回,
2021-07-02,1.4324,1.764,-2.09%,开放申购,开放赎回,
2021-07-01,1.463,1.7946,1.53%,暂停申购,暂停赎回,
2021-06-30,1.441,1.7726,0.48%,开放申购,开放赎回,
2021-06-29,1.4341,1.7657,-0.87%,开放申购,开放赎回,
2021-06-28,1.4467,1.7783,-0.70%,开放申购,开放赎回,
2021-06-25,1.4569,1.7885,1.08%,开放申购,开放赎回,
2021-06-24,1.4413,1.7729,0.13%,开放申购,开放赎回,
2021-06-23,1.4394,1.771,0.86%,开放申购,开放赎回,
2021-06-22,1.4271,1.7587,0.31%,开放申购,开放赎回,
2021-06-21,1.4227,1.7543,-0.93%,开放申购,开放赎回,
2021-06-18,1.4361,1.7677,-0.62%,开放申购,开放赎回,
2021-06-17,1.4451,1.7767,-0.07%,开放申购,开放赎回,
2021-06-16,1.4461,1.7777,-0.30%,开放申购,开放赎回,
2021-06-15,1.4504,1.782,-1.36%,开放申购,开放赎回,
2021-06-11,1.4704,1.802,-0.64%,开放申购,开放赎回,
2021-06-10,1.4799,1.8115,0.20%,开放申购,开放赎回,
2021-06-09,1.477,1.8086,-0.14%,开放申购,开放赎回,
