净值日期,单位净值,累计净值,日增长率,申购状态,赎回状态,分红送配
2022-03-30,1.844,1.285,-2.43%,开放申购,开放赎回,
2022-03-29,1.89,1.317,1.39%,开放申购,开放赎回,
2022-03-28,1.864,1.299,2.59%,开放申购,开放赎回,
2022-03-25,1.817,1.266,-0.66%,开放申购,开放赎回,
2022-03-24,1.829,1.274,0.94%,开放申购,开放赎回,
2022-03-23,1.812,1.262,-0.44%,开放申购,开放赎回,
2022-03-22,1.82,1.268,3.06%,开放申购,开放赎回,
2022-03-21,1.766,1.23,2.44%,开放申购,开放赎回,
2022-03-18,1.724,1.201,4.42%,开放申购,开放赎回,
2022-03-17,1.651,1.15,1.85%,开放申购,开放赎回,
2022-03-16,1.621,1.129,2.27%,开放申购,开放赎回,
2022-03-15,1.585,1.104,-7.58%,开放申购,开放赎回,
2022-03-14,1.715,1.195,-3.60%,开放申购,开放赎回,
2022-03-11,1.779,1.239,0.00%,开放申购,开放赎回,
2022-03-10,1.779,1.239,0.40%,开放申购,开放赎回,
2022-03-09,1.772,1.235,1.90%,开放申购,开放赎回,
2022-03-08,1.739,1.212,-5.23%,开放申购,开放赎回,
2022-03-07,1.835,1.279,0.05%,开放申购,开放赎回,
2022-03-04,1.834,1.278,0.27%,开放申购,开放赎回,
2022-03-03,1.829,1.274,2.46%,开放申购,开放赎回,
2021-12-28,1.579,1.1,-3.07%,开放申购,开放赎回,
2021-12-27,1.629,1.135,0.56%,开放申购,开放赎回,
2021-12-24,1.62,1.129,-1.88%,开放申购,开放赎回,
2021-12-23,1.651,1.15,2.48%,开放申购,开放赎回,
2021-12-22,1.611,1.122,0.31%,开放申购,开放赎回,
2021-12-21,1.606,1.119,1.32%,开放申购,开放赎回,
2021-12-20,1.585,1.104,-2.28%,开放申购,开放赎回,
2021-12-17,1.622,1.13,-1.82%,开放申购,开放赎回,
2021-12-16,1.652,1.151,5.97%,开放申购,开放赎回,
2021-12-15,1.559,1.086,1.43%,开放申购,开放赎回,
2021-12-14,1.537,1.071,-2.10%,开放申购,开放赎回,
2021-12-13,1.57,1.094,1.82%,开放申购,开放赎回,
2021-12-10,1.542,1.074,-1.41%,开放申购,开放赎回,
2021-12-09,1.564,1.09,-0.51%,开放申购,开放赎回,
2021-12-08,1.572,1.095,-0.51%,开放申购,开放赎回,
2021-12-07,1.58,1.101,0.96%,开放申购,开放赎回,
2021-12-06,1.565,1.09,-1.07%,开放申购,开放赎回,
2021-12-03,1.582,1.102,3.81%,开放申购,开放赎回,
2021-12-02,1.524,1.062,1.26%,开放申购,开放赎回,
2021-12-01,1.505,1.049,3.15%,开放申购,开放赎回,
2021-11-30,1.459,1.017,0.07%,开放申购,开放赎回,
2021-11-29,1.458,1.016,-0.95%,开放申购,开放赎回,
