净值日期,单位净值,累计净值,日增长率,申购状态,赎回状态,分红送配
2022-03-30,1.5525,1.5525,1.54%,开放申购,开放赎回,
2022-03-29,1.529,1.529,-0.35%,开放申购,开放赎回,
2022-03-28,1.5344,1.5344,2.00%,开放申购,开放赎回,
2022-03-25,1.5043,1.5043,0.19%,开放申购,开放赎回,
2022-03-24,1.5014,1.5014,-0.56%,开放申购,开放赎回,
2022-03-23,1.5099,1.5099,0.01%,开放申购,开放赎回,
2022-03-22,1.5098,1.5098,1.85%,开放申购,开放赎回,
2022-03-21,1.4824,1.4824,-0.39%,开放申购,开放赎回,
2022-03-18,1.4882,1.4882,2.49%,开放申购,开放赎回,
2022-03-17,1.4521,1.4521,1.18%,开放申购,开放赎回,
2022-03-16,1.4351,1.4351,2.35%,开放申购,开放赎回,
2022-03-15,1.4022,1.4022,-5.43%,开放申购,开放赎回,
2022-03-14,1.4827,1.4827,-1.83%,开放申购,开放赎回,
2022-03-11,1.5103,1.5103,0.49%,开放申购,开放赎回,
2022-03-10,1.503,1.503,0.80%,开放申购,开放赎回,
2022-03-09,1.491,1.491,-0.95%,开放申购,开放赎回,
2022-03-08,1.5053,1.5053,-3.01%,开放申购,开放赎回,
2022-03-07,1.552,1.552,-0.84%,开放申购,开放赎回,
2022-03-04,1.5652,1.5652,-0.74%,开放申购,开放赎回,
2022-03-03,1.5769,1.5769,1.37%,开放申购,开放赎回,
2021-12-28,1.4829,1.4829,-0.76%,开放申购,开放赎回,
2021-12-27,1.4942,1.4942,0.45%,开放申购,开放赎回,
2021-12-24,1.4875,1.4875,-0.64%,开放申购,开放赎回,
2021-12-23,1.4971,1.4971,0.37%,开放申购,开放赎回,
2021-12-22,1.4916,1.4916,-0.29%,开放申购,开放赎回,
2021-12-21,1.496,1.496,1.65%,开放申购,开放赎回,
2021-12-20,1.4717,1.4717,-0.36%,开放申购,开放赎回,
2021-12-17,1.477,1.477,-0.02%,开放申购,开放赎回,
2021-12-16,1.4773,1.4773,1.62%,开放申购,开放赎回,
2021-12-15,1.4537,1.4537,0.83%,开放申购,开放赎回,
2021-12-14,1.4418,1.4418,-1.03%,开放申购,开放赎回,
2021-12-13,1.4568,1.4568,-0.35%,开放申购,开放赎回,
2021-12-10,1.4619,1.4619,-0.75%,开放申购,开放赎回,
2021-12-09,1.473,1.473,0.37%,开放申购,开放赎回,
2021-12-08,1.4675,1.4675,0.05%,开放申购,开放赎回,
2021-12-07,1.4668,1.4668,1.42%,开放申购,开放赎回,
2021-12-06,1.4463,1.4463,-0.42%,开放申购,开放赎回,
2021-12-03,1.4524,1.4524,1.55%,开放申购,开放赎回,
2021-12-02,1.4303,1.4303,0.34%,开放申购,开放赎回,
2021-12-01,1.4254,1.4254,1.57%,开放申购,开放赎回,
2021-11-30,1.4033,1.4033,-0.18%,开放申购,开放赎回,
2021-11-29,1.4058,1.4058,-0.83%,开放申购,开放赎回,
2021-11-26,1.4175,1.4175,-1.15%,开放申购,开放赎回,
2021-11-25,1.434,1.434,-0.19%,开放申购,开放赎回,
2021-11-24,1.4367,1.4367,1.16%,开放申购,开放赎回,
2021-11-23,1.4202,1.4202,0.95%,开放申购,开放赎回,
2021-11-22,1.4068,1.4068,-0.11%,开放申购,开放赎回,
2021-11-19,1.4083,1.4083,1.36%,开放申购,开放赎回,
2021-11-18,1.3894,1.3894,-0.01%,开放申购,开放赎回,
2021-11-17,1.3896,1.3896,-0.15%,开放申购,开放赎回,
2021-11-16,1.3917,1.3917,-0.74%,开放申购,开放赎回,
2021-11-15,1.4021,1.4021,-0.19%,开放申购,开放赎回,
2021-11-12,1.4047,1.4047,-0.58%,开放申购,开放赎回,
2021-11-11,1.4129,1.4129,2.13%,开放申购,开放赎回,
2021-11-10,1.3835,1.3835,-0.28%,开放申购,开放赎回,
2021-11-09,1.3874,1.3874,-0.32%,开放申购,开放赎回,
2021-11-08,1.3919,1.3919,0.37%,开放申购,开放赎回,
2021-11-05,1.3868,1.3868,-2.03%,开放申购,开放赎回,
2021-11-04,1.4155,1.4155,-0.20%,开放申购,开放赎回,
2021-11-03,1.4183,1.4183,1.89%,开放申购,开放赎回,
2021-09-28,1.5595,1.5595,2.68%,开放申购,开放赎回,
2021-09-27,1.5188,1.5188,-2.31%,开放申购,开放赎回,
2021-09-24,1.5547,1.5547,-3.15%,开放申购,开放赎回,
2021-09-23,1.6053,1.6053,-0.34%,开放申购,开放赎回,
2021-09-22,1.6107,1.6107,2.67%,开放申购,开放赎回,
2021-09-17,1.5688,1.5688,-1.89%,开放申购,开放赎回,
2021-09-16,1.599,1.599,-0.34%,开放申购,开放赎回,
2021-09-15,1.6045,1.6045,-0.48%,开放申购,开放赎回,
2021-09-14,1.6123,1.6123,-1.72%,开放申购,开放赎回,
2021-09-13,1.6405,1.6405,2.83%,开放申购,开放赎回,
2021-09-10,1.5953,1.5953,-0.60%,开放申购,开放赎回,
2021-09-09,1.6049,1.6049,2.51%,开放申购,开放赎回,
2021-09-08,1.5656,1.5656,1.58%,开放申购,开放赎回,
2021-09-07,1.5412,1.5412,2.01%,开放申购,开放赎回,
2021-09-06,1.5109,1.5109,1.05%,开放申购,开放赎回,
2021-09-03,1.4952,1.4952,-0.50%,开放申购,开放赎回,
2021-09-02,1.5027,1.5027,1.76%,开放申购,开放赎回,
2021-09-01,1.4767,1.4767,0.01%,开放申购,开放赎回,
2021-08-31,1.4765,1.4765,2.50%,开放申购,开放赎回,
2021-08-30,1.4405,1.4405,0.45%,开放申购,开放赎回,
2021-08-27,1.434,1.434,1.11%,开放申购,开放赎回,
2021-08-26,1.4182,1.4182,0.82%,开放申购,开放赎回,
2021-08-25,1.4067,1.4067,0.60%,开放申购,开放赎回,
2021-08-24,1.3983,1.3983,0.60%,开放申购,开放赎回,
2021-08-23,1.3899,1.3899,0.88%,开放申购,开放赎回,
2021-08-20,1.3778,1.3778,0.20%,开放申购,开放赎回,
2021-08-19,1.3751,1.3751,-0.98%,开放申购,开放赎回,
2021-08-18,1.3887,1.3887,0.50%,开放申购,开放赎回,
2021-08-17,1.3818,1.3818,-1.14%,开放申购,开放赎回,
