净值日期,单位净值,累计净值,日增长率,申购状态,赎回状态,分红送配
2022-03-30,3.826,3.826,2.68%,限制大额申购,开放赎回,
2022-03-29,3.726,3.726,-0.67%,限制大额申购,开放赎回,
2022-03-28,3.751,3.751,0.27%,限制大额申购,开放赎回,
2022-03-25,3.741,3.741,-0.82%,限制大额申购,开放赎回,
2022-03-24,3.772,3.772,-0.61%,限制大额申购,开放赎回,
2022-03-23,3.795,3.795,0.16%,限制大额申购,开放赎回,
2022-03-22,3.789,3.789,1.85%,限制大额申购,开放赎回,
2022-03-21,3.72,3.72,-0.53%,限制大额申购,开放赎回,
2022-03-18,3.74,3.74,2.89%,限制大额申购,开放赎回,
2022-03-17,3.635,3.635,1.91%,限制大额申购,开放赎回,
2022-03-16,3.567,3.567,2.83%,限制大额申购,开放赎回,
2022-03-15,3.469,3.469,-5.30%,限制大额申购,开放赎回,
2022-03-14,3.663,3.663,-2.06%,限制大额申购,开放赎回,
2022-03-11,3.74,3.74,-0.13%,限制大额申购,开放赎回,
2022-03-10,3.745,3.745,0.59%,限制大额申购,开放赎回,
2022-03-09,3.723,3.723,-1.30%,限制大额申购,开放赎回,
2022-03-08,3.772,3.772,-2.23%,限制大额申购,开放赎回,
2022-03-07,3.858,3.858,-0.80%,限制大额申购,开放赎回,
2022-03-04,3.889,3.889,-0.79%,限制大额申购,开放赎回,
2022-03-03,3.92,3.92,0.69%,限制大额申购,开放赎回,
2021-12-28,3.864,3.864,-0.08%,限制大额申购,开放赎回,
2021-12-27,3.867,3.867,0.42%,限制大额申购,开放赎回,
2021-12-24,3.851,3.851,-0.36%,限制大额申购,开放赎回,
2021-12-23,3.865,3.865,0.34%,限制大额申购,开放赎回,
2021-12-22,3.852,3.852,0.47%,限制大额申购,开放赎回,
2021-12-21,3.834,3.834,1.97%,限制大额申购,开放赎回,
2021-12-20,3.76,3.76,-0.16%,限制大额申购,开放赎回,
2021-12-17,3.766,3.766,-0.87%,限制大额申购,开放赎回,
2021-12-16,3.799,3.799,0.90%,限制大额申购,开放赎回,
2021-12-15,3.765,3.765,0.13%,限制大额申购,开放赎回,
2021-12-14,3.76,3.76,-1.18%,限制大额申购,开放赎回,
2021-12-13,3.805,3.805,0.85%,限制大额申购,开放赎回,
2021-12-10,3.773,3.773,-0.61%,限制大额申购,开放赎回,
2021-12-09,3.796,3.796,1.25%,限制大额申购,开放赎回,
2021-12-08,3.749,3.749,0.37%,限制大额申购,开放赎回,
2021-12-07,3.735,3.735,1.49%,限制大额申购,开放赎回,
2021-12-06,3.68,3.68,0.55%,限制大额申购,开放赎回,
2021-12-03,3.66,3.66,1.24%,限制大额申购,开放赎回,
2021-12-02,3.615,3.615,0.31%,限制大额申购,开放赎回,
2021-12-01,3.604,3.604,0.92%,限制大额申购,开放赎回,
2021-11-30,3.571,3.571,-0.22%,限制大额申购,开放赎回,
2021-11-29,3.579,3.579,-0.06%,限制大额申购,开放赎回,
2021-11-26,3.581,3.581,-0.86%,限制大额申购,开放赎回,
2021-11-25,3.612,3.612,0.08%,限制大额申购,开放赎回,
2021-11-24,3.609,3.609,0.36%,限制大额申购,开放赎回,
2021-11-23,3.596,3.596,0.08%,限制大额申购,开放赎回,
2021-11-22,3.593,3.593,-0.94%,限制大额申购,开放赎回,
2021-11-19,3.627,3.627,2.03%,限制大额申购,开放赎回,
2021-11-18,3.555,3.555,-1.00%,限制大额申购,开放赎回,
2021-11-17,3.591,3.591,-0.14%,限制大额申购,开放赎回,
2021-11-16,3.596,3.596,-0.75%,限制大额申购,开放赎回,
2021-11-15,3.623,3.623,0.00%,限制大额申购,开放赎回,
2021-11-12,3.623,3.623,0.03%,限制大额申购,开放赎回,
2021-11-11,3.622,3.622,3.07%,限制大额申购,开放赎回,
2021-11-10,3.514,3.514,1.09%,限制大额申购,开放赎回,
2021-11-09,3.476,3.476,0.99%,限制大额申购,开放赎回,
2021-11-08,3.442,3.442,-0.23%,限制大额申购,开放赎回,
2021-11-05,3.45,3.45,-1.40%,限制大额申购,开放赎回,
2021-11-04,3.499,3.499,-0.26%,限制大额申购,开放赎回,
2021-11-03,3.508,3.508,0.83%,限制大额申购,开放赎回,
2021-09-28,3.642,3.642,1.56%,限制大额申购,开放赎回,
2021-09-27,3.586,3.586,-1.97%,限制大额申购,开放赎回,
2021-09-24,3.658,3.658,-1.32%,限制大额申购,开放赎回,
2021-09-23,3.707,3.707,1.34%,限制大额申购,开放赎回,
2021-09-22,3.658,3.658,0.55%,限制大额申购,开放赎回,
2021-09-17,3.638,3.638,0.33%,限制大额申购,开放赎回,
2021-09-16,3.626,3.626,-1.87%,限制大额申购,开放赎回,
2021-09-15,3.695,3.695,-1.20%,限制大额申购,开放赎回,
