净值日期,单位净值,累计净值,日增长率,申购状态,赎回状态,分红送配
2022-03-30,1.905,2.205,-2.39%,开放申购,开放赎回,
2022-03-29,1.9516,2.2516,1.37%,开放申购,开放赎回,
2022-03-28,1.9252,2.2252,2.52%,开放申购,开放赎回,
2022-03-25,1.8778,2.1778,-0.62%,开放申购,开放赎回,
2022-03-24,1.8896,2.1896,0.90%,开放申购,开放赎回,
2022-03-23,1.8728,2.1728,-0.45%,开放申购,开放赎回,
2022-03-22,1.8812,2.1812,3.02%,开放申购,开放赎回,
2022-03-21,1.8261,2.1261,2.46%,开放申购,开放赎回,
2022-03-18,1.7823,2.0823,4.59%,开放申购,开放赎回,
2022-03-17,1.7041,2.0041,1.87%,开放申购,开放赎回,
2022-03-16,1.6728,1.9728,2.21%,开放申购,开放赎回,
2022-03-15,1.6367,1.9367,-7.32%,开放申购,开放赎回,
2022-03-14,1.7659,2.0659,-3.45%,开放申购,开放赎回,
2022-03-11,1.829,2.129,0.02%,开放申购,开放赎回,
2022-03-10,1.8286,2.1286,0.33%,开放申购,开放赎回,
2022-03-09,1.8225,2.1225,1.81%,开放申购,开放赎回,
2022-03-08,1.7901,2.0901,-5.10%,开放申购,开放赎回,
2022-03-07,1.8863,2.1863,0.04%,开放申购,开放赎回,
2022-03-04,1.8856,2.1856,0.31%,开放申购,开放赎回,
2022-03-03,1.8797,2.1797,2.41%,开放申购,开放赎回,
2021-12-28,1.623,1.923,-3.23%,限制大额申购,开放赎回,每份派现金0.3000元
2021-12-27,1.9871,1.9871,0.54%,限制大额申购,开放赎回,
2021-12-24,1.9764,1.9764,-1.85%,限制大额申购,开放赎回,
2021-12-23,2.0137,2.0137,2.46%,限制大额申购,开放赎回,
2021-12-22,1.9654,1.9654,0.35%,限制大额申购,开放赎回,
2021-12-21,1.9586,1.9586,1.28%,开放申购,开放赎回,
2021-12-20,1.9338,1.9338,-2.27%,开放申购,开放赎回,
2021-12-17,1.9788,1.9788,-1.97%,开放申购,开放赎回,
2021-12-16,2.0186,2.0186,5.97%,开放申购,开放赎回,
2021-12-15,1.9048,1.9048,1.32%,开放申购,开放赎回,
2021-12-14,1.8799,1.8799,-1.98%,开放申购,开放赎回,
2021-12-13,1.9178,1.9178,1.72%,开放申购,开放赎回,
2021-12-10,1.8854,1.8854,-1.51%,开放申购,开放赎回,
2021-12-09,1.9143,1.9143,-0.57%,开放申购,开放赎回,
2021-12-08,1.9252,1.9252,-0.45%,开放申购,开放赎回,
2021-12-07,1.9339,1.9339,0.96%,开放申购,开放赎回,
2021-12-06,1.9156,1.9156,-0.99%,开放申购,开放赎回,
2021-12-03,1.9348,1.9348,3.71%,开放申购,开放赎回,
2021-12-02,1.8655,1.8655,1.25%,开放申购,开放赎回,
2021-12-01,1.8424,1.8424,3.16%,开放申购,开放赎回,
2021-11-30,1.7859,1.7859,0.03%,开放申购,开放赎回,
2021-11-29,1.7853,1.7853,-0.94%,开放申购,开放赎回,
2021-11-26,1.8023,1.8023,-2.25%,开放申购,开放赎回,
2021-11-25,1.8437,1.8437,-1.37%,开放申购,开放赎回,
2021-11-24,1.8694,1.8694,2.26%,开放申购,开放赎回,
2021-11-23,1.828,1.828,1.47%,开放申购,开放赎回,
2021-11-22,1.8016,1.8016,0.71%,开放申购,开放赎回,
2021-11-19,1.7889,1.7889,2.38%,开放申购,开放赎回,
2021-11-18,1.7473,1.7473,1.15%,开放申购,开放赎回,
2021-11-17,1.7274,1.7274,1.02%,开放申购,开放赎回,
2021-11-16,1.71,1.71,-1.58%,开放申购,开放赎回,
2021-11-15,1.7375,1.7375,-1.03%,开放申购,开放赎回,
2021-11-12,1.7555,1.7555,-1.67%,开放申购,开放赎回,
2021-11-11,1.7853,1.7853,0.93%,开放申购,开放赎回,
2021-11-10,1.7688,1.7688,-2.00%,开放申购,开放赎回,
2021-11-09,1.8049,1.8049,-1.34%,开放申购,开放赎回,
2021-11-08,1.8294,1.8294,0.70%,开放申购,开放赎回,
2021-11-05,1.8166,1.8166,-4.11%,开放申购,开放赎回,
2021-11-04,1.8944,1.8944,-1.29%,开放申购,开放赎回,
2021-11-03,1.9192,1.9192,3.81%,开放申购,开放赎回,
2021-09-28,2.254,2.254,3.99%,开放申购,开放赎回,
2021-09-27,2.1676,2.1676,-2.70%,开放申购,开放赎回,
2021-09-24,2.2278,2.2278,-6.78%,开放申购,开放赎回,
2021-09-23,2.3899,2.3899,-1.82%,开放申购,开放赎回,
2021-09-22,2.4343,2.4343,5.32%,开放申购,开放赎回,
2021-09-17,2.3114,2.3114,-5.69%,开放申购,开放赎回,
2021-09-16,2.4508,2.4508,-0.09%,开放申购,开放赎回,
2021-09-15,2.4529,2.4529,0.53%,开放申购,开放赎回,
2021-09-14,2.4399,2.4399,-2.54%,开放申购,开放赎回,
2021-09-13,2.5036,2.5036,3.65%,开放申购,开放赎回,
2021-09-10,2.4154,2.4154,-3.53%,开放申购,开放赎回,
2021-09-09,2.5039,2.5039,5.32%,开放申购,开放赎回,
2021-09-08,2.3774,2.3774,3.17%,开放申购,开放赎回,
2021-09-07,2.3044,2.3044,4.25%,开放申购,开放赎回,
2021-09-06,2.2105,2.2105,1.91%,开放申购,开放赎回,
2021-09-03,2.169,2.169,-2.26%,开放申购,开放赎回,
2021-09-02,2.2192,2.2192,4.86%,开放申购,开放赎回,
2021-09-01,2.1164,2.1164,-3.29%,开放申购,开放赎回,
2021-08-31,2.1884,2.1884,4.51%,开放申购,开放赎回,
2021-08-30,2.094,2.094,3.30%,开放申购,开放赎回,
2021-08-27,2.0272,2.0272,0.08%,开放申购,开放赎回,
2021-08-26,2.0255,2.0255,2.85%,开放申购,开放赎回,
2021-08-25,1.9694,1.9694,3.51%,开放申购,开放赎回,
2021-08-24,1.9027,1.9027,1.10%,开放申购,开放赎回,
2021-08-23,1.882,1.882,2.94%,开放申购,开放赎回,
2021-08-20,1.8283,1.8283,-0.84%,开放申购,开放赎回,
2021-08-19,1.8437,1.8437,-1.84%,开放申购,开放赎回,
2021-08-18,1.8783,1.8783,0.06%,开放申购,开放赎回,
2021-08-17,1.8771,1.8771,-2.50%,开放申购,开放赎回,
2021-08-16,1.9252,1.9252,0.35%,开放申购,开放赎回,
2021-08-13,1.9184,1.9184,0.83%,开放申购,开放赎回,
2021-08-12,1.9026,1.9026,1.07%,开放申购,开放赎回,
2021-08-11,1.8824,1.8824,5.07%,开放申购,开放赎回,
2021-08-10,1.7916,1.7916,0.60%,开放申购,开放赎回,
2021-08-09,1.781,1.781,0.67%,开放申购,开放赎回,
2021-08-06,1.7691,1.7691,3.70%,开放申购,开放赎回,
2021-08-05,1.7059,1.7059,0.76%,开放申购,开放赎回,
2021-08-04,1.6931,1.6931,3.90%,开放申购,开放赎回,
2021-08-03,1.6295,1.6295,-2.79%,开放申购,开放赎回,
2021-08-02,1.6762,1.6762,-2.10%,开放申购,开放赎回,
2021-07-02,1.587,1.587,-0.15%,开放申购,开放赎回,
2021-07-01,1.5894,1.5894,-2.00%,开放申购,开放赎回,
2021-06-30,1.6219,1.6219,0.63%,开放申购,开放赎回,
2021-06-29,1.6118,1.6118,-1.19%,开放申购,开放赎回,
2021-06-28,1.6312,1.6312,-3.70%,开放申购,开放赎回,
2021-06-25,1.6939,1.6939,3.22%,开放申购,开放赎回,
2021-06-24,1.6411,1.6411,0.45%,开放申购,开放赎回,
2021-06-23,1.6337,1.6337,3.07%,开放申购,开放赎回,
2021-06-22,1.5851,1.5851,1.04%,开放申购,开放赎回,
2021-06-21,1.5688,1.5688,-1.57%,开放申购,开放赎回,
2021-06-18,1.5938,1.5938,-2.06%,开放申购,开放赎回,
2021-06-17,1.6273,1.6273,0.56%,开放申购,开放赎回,
2021-06-16,1.6182,1.6182,-0.58%,开放申购,开放赎回,
2021-06-15,1.6276,1.6276,-0.39%,开放申购,开放赎回,
2021-06-11,1.6339,1.6339,0.54%,开放申购,开放赎回,
2021-06-10,1.6251,1.6251,-0.76%,开放申购,开放赎回,
2021-06-09,1.6375,1.6375,3.99%,开放申购,开放赎回,
2021-06-08,1.5747,1.5747,-0.61%,开放申购,开放赎回,
2021-06-07,1.5844,1.5844,1.34%,开放申购,开放赎回,
2021-06-04,1.5634,1.5634,-1.57%,开放申购,开放赎回,
2021-06-03,1.5884,1.5884,1.68%,开放申购,开放赎回,
2021-06-02,1.5621,1.5621,0.53%,开放申购,开放赎回,
2021-06-01,1.5538,1.5538,3.25%,开放申购,开放赎回,
2021-05-31,1.5049,1.5049,0.41%,开放申购,开放赎回,
2021-05-28,1.4987,1.4987,-0.74%,开放申购,开放赎回,
2021-05-27,1.5098,1.5098,1.42%,开放申购,开放赎回,
2021-05-26,1.4886,1.4886,0.18%,开放申购,开放赎回,
2021-05-25,1.4859,1.4859,1.43%,开放申购,开放赎回,
2021-05-24,1.465,1.465,-0.24%,开放申购,开放赎回,
2021-05-21,1.4685,1.4685,1.41%,开放申购,开放赎回,
2021-05-20,1.4481,1.4481,-3.47%,开放申购,开放赎回,
2021-05-19,1.5001,1.5001,-1.65%,开放申购,开放赎回,
2021-05-18,1.5253,1.5253,0.48%,开放申购,开放赎回,
2021-05-17,1.518,1.518,-0.09%,开放申购,开放赎回,
2021-05-14,1.5194,1.5194,-0.95%,开放申购,开放赎回,
2021-05-13,1.5339,1.5339,-4.05%,开放申购,开放赎回,
2021-05-12,1.5986,1.5986,0.87%,开放申购,开放赎回,
2021-05-11,1.5848,1.5848,-2.17%,开放申购,开放赎回,
2021-05-10,1.6199,1.6199,5.55%,开放申购,开放赎回,
2021-05-07,1.5347,1.5347,4.17%,开放申购,开放赎回,
2021-04-02,1.3182,1.3182,-1.07%,开放申购,开放赎回,
2021-04-01,1.3325,1.3325,0.36%,开放申购,开放赎回,
2021-03-31,1.3277,1.3277,-0.28%,开放申购,开放赎回,
2021-03-30,1.3314,1.3314,-1.46%,开放申购,开放赎回,
2021-03-29,1.3511,1.3511,4.58%,开放申购,开放赎回,
2021-03-26,1.2919,1.2919,0.22%,开放申购,开放赎回,
2021-03-25,1.2891,1.2891,2.07%,开放申购,开放赎回,
2021-03-24,1.263,1.263,-2.18%,开放申购,开放赎回,
2021-03-23,1.2912,1.2912,-3.58%,开放申购,开放赎回,
2021-03-22,1.3391,1.3391,0.62%,开放申购,开放赎回,
2021-03-19,1.3308,1.3308,-1.06%,开放申购,开放赎回,
2021-03-18,1.3451,1.3451,-1.08%,开放申购,开放赎回,
2021-03-17,1.3598,1.3598,0.75%,开放申购,开放赎回,
2021-03-16,1.3497,1.3497,-1.56%,开放申购,开放赎回,
2021-03-15,1.3711,1.3711,1.15%,开放申购,开放赎回,
2021-03-12,1.3555,1.3555,1.25%,开放申购,开放赎回,
2021-03-11,1.3388,1.3388,2.19%,开放申购,开放赎回,
2021-03-10,1.3101,1.3101,1.01%,开放申购,开放赎回,
2021-03-09,1.297,1.297,-0.98%,开放申购,开放赎回,
2021-03-08,1.3099,1.3099,-0.31%,开放申购,开放赎回,
2021-03-05,1.314,1.314,-2.04%,开放申购,开放赎回,
2021-03-04,1.3414,1.3414,0.02%,开放申购,开放赎回,
2021-03-03,1.3411,1.3411,3.96%,开放申购,开放赎回,
2021-03-02,1.29,1.29,0.88%,开放申购,开放赎回,
2021-03-01,1.2787,1.2787,2.21%,开放申购,开放赎回,
2021-02-26,1.2511,1.2511,-2.99%,开放申购,开放赎回,
2021-02-25,1.2897,1.2897,0.05%,开放申购,开放赎回,
2021-02-24,1.2891,1.2891,-0.98%,开放申购,开放赎回,
2021-02-23,1.3019,1.3019,-3.21%,开放申购,开放赎回,
2021-02-22,1.3451,1.3451,2.54%,开放申购,开放赎回,
2021-02-19,1.3118,1.3118,3.37%,开放申购,开放赎回,
2021-02-18,1.269,1.269,5.96%,开放申购,开放赎回,
2021-02-10,1.1976,1.1976,-0.57%,开放申购,开放赎回,
2021-02-09,1.2045,1.2045,2.55%,开放申购,开放赎回,
2021-02-08,1.1746,1.1746,2.32%,开放申购,开放赎回,
2021-02-05,1.148,1.148,-3.38%,开放申购,开放赎回,
2021-02-04,1.1882,1.1882,0.01%,开放申购,开放赎回,
2021-02-03,1.1881,1.1881,-0.67%,开放申购,开放赎回,
2021-02-02,1.1961,1.1961,-1.01%,开放申购,开放赎回,
