净值日期,单位净值,累计净值,日增长率,申购状态,赎回状态,分红送配
2022-03-30,1.446,1.446,1.50%,开放申购,开放赎回,
2022-03-29,1.4246,1.4246,-0.34%,开放申购,开放赎回,
2022-03-28,1.4295,1.4295,1.98%,开放申购,开放赎回,
2022-03-25,1.4017,1.4017,0.19%,开放申购,开放赎回,
2022-03-24,1.399,1.399,-0.55%,开放申购,开放赎回,
2022-03-23,1.4068,1.4068,0.00%,开放申购,开放赎回,
2022-03-22,1.4068,1.4068,1.84%,开放申购,开放赎回,
2022-03-21,1.3814,1.3814,-0.39%,开放申购,开放赎回,
2022-03-18,1.3868,1.3868,2.50%,开放申购,开放赎回,
2022-03-17,1.353,1.353,1.18%,开放申购,开放赎回,
2022-03-16,1.3372,1.3372,2.33%,开放申购,开放赎回,
2022-03-15,1.3068,1.3068,-5.41%,开放申购,开放赎回,
2022-03-14,1.3816,1.3816,-1.82%,开放申购,开放赎回,
2022-03-11,1.4072,1.4072,0.51%,开放申购,开放赎回,
2022-03-10,1.4001,1.4001,0.81%,开放申购,开放赎回,
2022-03-09,1.3889,1.3889,-0.93%,开放申购,开放赎回,
2022-03-08,1.4019,1.4019,-3.01%,开放申购,开放赎回,
2022-03-07,1.4454,1.4454,-0.83%,开放申购,开放赎回,
2022-03-04,1.4575,1.4575,-0.76%,开放申购,开放赎回,
2022-03-03,1.4687,1.4687,1.37%,开放申购,开放赎回,
2021-12-28,1.3797,1.3797,-0.77%,开放申购,开放赎回,
2021-12-27,1.3904,1.3904,0.43%,开放申购,开放赎回,
2021-12-24,1.3845,1.3845,-0.64%,开放申购,开放赎回,
2021-12-23,1.3934,1.3934,0.37%,开放申购,开放赎回,
2021-12-22,1.3882,1.3882,-0.29%,开放申购,开放赎回,
2021-12-21,1.3922,1.3922,1.62%,开放申购,开放赎回,
2021-12-20,1.37,1.37,-0.38%,开放申购,开放赎回,
2021-12-17,1.3752,1.3752,0.01%,开放申购,开放赎回,
2021-12-16,1.3751,1.3751,1.57%,开放申购,开放赎回,
2021-12-15,1.3538,1.3538,0.80%,开放申购,开放赎回,
2021-12-14,1.343,1.343,-1.00%,开放申购,开放赎回,
2021-12-13,1.3565,1.3565,-0.14%,开放申购,开放赎回,
2021-12-10,1.3584,1.3584,-1.20%,开放申购,开放赎回,
2021-12-09,1.3749,1.3749,0.39%,开放申购,开放赎回,
2021-12-08,1.3696,1.3696,0.01%,开放申购,开放赎回,
2021-12-07,1.3694,1.3694,1.41%,开放申购,开放赎回,
2021-12-06,1.3503,1.3503,-0.35%,开放申购,开放赎回,
2021-12-03,1.3551,1.3551,1.48%,开放申购,开放赎回,
2021-12-02,1.3353,1.3353,0.35%,开放申购,开放赎回,
2021-12-01,1.3307,1.3307,1.45%,开放申购,开放赎回,
2021-11-30,1.3117,1.3117,-0.20%,开放申购,开放赎回,
